day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,price_diff,price_diff_pct,future_diff
-1,201700,TOMATOES,4992,7,4990,25,,,5005,7,5006,25,,,4998.5,0.0,0.0,0.0,0.5
-2,201700,TOMATOES,4992,10,4991,23,,,5006,10,5007,23,,,4999.0,0.0,0.5,0.00010003000900260517,0.0
-2,201800,TOMATOES,4992,8,4991,22,,,5006,8,5007,22,,,4999.0,0.0,0.0,0.0,-1.0
-1,201800,TOMATOES,4991,8,4990,23,,,5005,8,5006,23,,,4998.0,0.0,-1.0,-0.0002000400080015563,0.0
-1,201900,TOMATOES,4991,9,4990,17,,,5005,9,5006,17,,,4998.0,0.0,0.0,0.0,2.0
-2,201900,TOMATOES,4993,6,4992,24,,,5007,6,5008,24,,,5000.0,0.0,2.0,0.0004001600640255454,0.0
-2,202000,TOMATOES,4993,10,4992,18,,,5007,10,5008,18,,,5000.0,0.0,0.0,0.0,-1.5
-1,202000,TOMATOES,4992,6,4990,22,,,5005,6,5006,22,,,4998.5,0.0,-1.5,-0.00029999999999996696,2.5
-1,202100,TOMATOES,4997,4,4992,7,4991.0,15.0,5005,7,5007,15,,,5001.0,0.0,2.5,0.0005001500450134699,-1.0
-2,202100,TOMATOES,4993,5,4992,16,,,5007,5,5008,16,,,5000.0,0.0,-1.0,-0.00019996000799837876,-2.0
-1,202200,TOMATOES,4991,9,4990,17,,,5005,9,5006,17,,,4998.0,0.0,-2.0,-0.00039999999999995595,2.0
-2,202200,TOMATOES,4993,9,4992,25,,,5007,9,5008,25,,,5000.0,0.0,2.0,0.0004001600640255454,-1.5
-1,202300,TOMATOES,4992,10,4990,17,,,5005,10,5006,17,,,4998.5,0.0,-1.5,-0.00029999999999996696,2.0
-2,202300,TOMATOES,4994,6,4992,18,,,5007,6,5008,18,,,5000.5,0.0,2.0,0.00040012003601086477,-0.5
-2,202400,TOMATOES,4993,5,4992,19,,,5007,5,5008,19,,,5000.0,0.0,-0.5,-9.999000099991662e-05,-1.5
-1,202400,TOMATOES,4992,7,4990,18,,,5005,7,5006,18,,,4998.5,0.0,-1.5,-0.00029999999999996696,1.5
-2,202500,TOMATOES,4993,7,4992,21,,,5007,7,5008,21,,,5000.0,0.0,1.5,0.00030009002700803755,-2.0
-1,202500,TOMATOES,4991,8,4990,19,,,5005,8,5006,19,,,4998.0,0.0,-2.0,-0.00039999999999995595,2.5
-2,202600,TOMATOES,4994,9,4992,24,,,5007,9,5008,24,,,5000.5,0.0,2.5,0.0005002000800320427,0.0
-1,202600,TOMATOES,4997,5,4990,5,4989.0,22.0,5004,5,5005,22,,,5000.5,0.0,0.0,0.0,-0.5
-2,202700,TOMATOES,4993,10,4992,19,,,5007,10,5008,19,,,5000.0,0.0,-0.5,-9.999000099991662e-05,-4.0
-1,202700,TOMATOES,4989,10,4988,17,,,5003,10,5004,17,,,4996.0,0.0,-4.0,-0.0008000000000000229,3.5
-2,202800,TOMATOES,4993,5,4992,18,,,5006,5,5008,18,,,4999.5,0.0,3.5,0.0007005604483587557,-4.0
-1,202800,TOMATOES,4989,8,4987,20,,,5002,8,5003,20,,,4995.5,0.0,-4.0,-0.000800080008000803,3.5
-2,202900,TOMATOES,4992,9,4991,22,,,5006,9,5007,22,,,4999.0,0.0,3.5,0.000700630567510796,-3.5
-1,202900,TOMATOES,4989,9,4988,17,,,5002,9,5004,17,,,4995.5,0.0,-3.5,-0.0007001400280055581,3.5
-2,203000,TOMATOES,4992,9,4991,25,,,5006,9,5007,25,,,4999.0,0.0,3.5,0.000700630567510796,-3.5
-1,203000,TOMATOES,4989,8,4988,22,,,5002,8,5004,22,,,4995.5,0.0,-3.5,-0.0007001400280055581,3.0
-2,203100,TOMATOES,4992,10,4990,19,,,5005,10,5006,19,,,4998.5,0.0,3.0,0.0006005404864377617,0.5
-1,203100,TOMATOES,4996,10,4988,6,4987.0,16.0,5002,6,5003,16,,,4999.0,0.0,0.5,0.00010003000900260517,-0.5
-2,203200,TOMATOES,4992,5,4991,16,,,5005,5,5007,16,,,4998.5,0.0,-0.5,-0.00010002000400077815,-3.5
-1,203200,TOMATOES,4988,10,4987,17,,,5002,10,5003,17,,,4995.0,0.0,-3.5,-0.0007002100630189023,-0.5
-1,203300,TOMATOES,4988,6,4987,24,,,5001,6,5003,24,,,4994.5,0.0,-0.5,-0.00010010010010008674,4.0
-2,203300,TOMATOES,4992,7,4991,24,,,5005,7,5007,24,,,4998.5,0.0,4.0,0.0008008809690660534,-3.5
-1,203400,TOMATOES,4988,7,4987,20,,,5002,7,5003,20,,,4995.0,0.0,-3.5,-0.0007002100630189023,4.0
-2,203400,TOMATOES,4992,9,4991,23,,,5006,9,5007,23,,,4999.0,0.0,4.0,0.0008008008008006939,-4.0
-1,203500,TOMATOES,4988,9,4987,23,,,5002,9,5003,23,,,4995.0,0.0,-4.0,-0.0008001600320064473,4.5
-2,203500,TOMATOES,4993,9,4992,25,,,5006,9,5008,25,,,4999.5,0.0,4.5,0.0009009009009008917,0.5
-2,203600,TOMATOES,4993,10,4992,23,,,5007,10,5008,23,,,5000.0,0.0,0.5,0.00010001000100001711,-4.5
-1,203600,TOMATOES,4989,8,4987,20,,,5002,8,5003,20,,,4995.5,0.0,-4.5,-0.0009000000000000119,-0.5
-1,203700,TOMATOES,4988,8,4987,22,,,5002,8,5003,22,,,4995.0,0.0,-0.5,-0.00010009008107292328,4.5
-2,203700,TOMATOES,4993,6,4991,21,,,5006,6,5007,21,,,4999.5,0.0,4.5,0.0009009009009008917,-5.5
-1,203800,TOMATOES,4987,10,4986,20,,,5001,10,5002,20,,,4994.0,0.0,-5.5,-0.0011001100110010764,6.0
-2,203800,TOMATOES,4993,8,4992,18,,,5007,8,5008,18,,,5000.0,0.0,6.0,0.0012014417300760805,-6.0
-1,203900,TOMATOES,4987,8,4986,18,,,5001,8,5002,18,,,4994.0,0.0,-6.0,-0.0011999999999999789,6.5
-2,203900,TOMATOES,4994,8,4992,23,,,5007,8,5008,23,,,5000.5,0.0,6.5,0.0013015618742491242,-7.0
-1,204000,TOMATOES,4987,6,4985,20,,,5000,6,5001,20,,,4993.5,0.0,-7.0,-0.0013998600139986106,9.5
-2,204000,TOMATOES,4999,2,4993,5,4992.0,22.0,5007,5,5008,22,,,5003.0,0.0,9.5,0.0019024732151797785,-10.0
-1,204100,TOMATOES,4986,9,4985,19,,,5000,9,5001,19,,,4993.0,0.0,-10.0,-0.001998800719568261,7.5
-2,204100,TOMATOES,4994,8,4993,17,,,5007,8,5009,17,,,5000.5,0.0,7.5,0.001502102944121786,-6.5
-1,204200,TOMATOES,4987,7,4986,20,,,5001,7,5002,20,,,4994.0,0.0,-6.5,-0.001299870012998694,6.0
-2,204200,TOMATOES,4993,9,4992,22,,,5007,9,5008,22,,,5000.0,0.0,6.0,0.0012014417300760805,0.0
-2,204300,TOMATOES,4993,9,4992,23,,,5007,9,5008,23,,,5000.0,0.0,0.0,0.0,-7.0
-1,204300,TOMATOES,4986,5,4985,18,,,5000,5,5001,18,,,4993.0,0.0,-7.0,-0.0013999999999999568,1.0
-1,204400,TOMATOES,4987,7,4986,25,,,5001,7,5002,25,,,4994.0,0.0,1.0,0.00020028039254960106,6.0
-2,204400,TOMATOES,4993,9,4992,21,,,5007,9,5008,21,,,5000.0,0.0,6.0,0.0012014417300760805,0.5
-2,204500,TOMATOES,4994,5,4993,23,,,5007,5,5009,23,,,5000.5,0.0,0.5,9.999999999998899e-05,-3.0
-1,204500,TOMATOES,4993,4,4988,10,4987.0,20.0,5002,10,5003,20,,,4997.5,0.0,-3.0,-0.0005999400059993887,5.5
-2,204600,TOMATOES,4999,3,4994,8,4993.0,25.0,5007,8,5009,25,,,5003.0,0.0,5.5,0.0011005502751375573,-8.0
-1,204600,TOMATOES,4988,6,4987,24,,,5002,6,5003,24,,,4995.0,0.0,-8.0,-0.001599040575654631,1.0
-1,204700,TOMATOES,4989,8,4988,15,,,5003,8,5004,15,,,4996.0,0.0,1.0,0.00020020020020017348,5.0
-2,204700,TOMATOES,4994,10,4993,21,,,5008,10,5009,21,,,5001.0,0.0,5.0,0.0010008006405124448,-4.0
-1,204800,TOMATOES,4990,7,4989,18,,,5004,7,5005,18,,,4997.0,0.0,-4.0,-0.0007998400319936261,3.5
-2,204800,TOMATOES,4994,8,4993,16,,,5007,8,5009,16,,,5000.5,0.0,3.5,0.0007004202521512237,0.0
-2,204900,TOMATOES,4994,5,4993,22,,,5007,5,5009,22,,,5000.5,0.0,0.0,0.0,-4.5
-1,204900,TOMATOES,4989,10,4988,21,,,5003,10,5004,21,,,4996.0,0.0,-4.5,-0.0008999100089991385,4.5
-2,205000,TOMATOES,4994,7,4992,25,,,5007,7,5008,25,,,5000.5,0.0,4.5,0.0009007205764610671,-5.0
-1,205000,TOMATOES,4989,10,4987,24,,,5002,10,5003,24,,,4995.5,0.0,-5.0,-0.0009999000099990552,0.0
-1,205100,TOMATOES,4989,8,4988,18,,,5002,8,5004,18,,,4995.5,0.0,0.0,0.0,7.5
-2,205100,TOMATOES,4999,4,4994,7,4993.0,16.0,5007,7,5009,16,,,5003.0,0.0,7.5,0.0015013512160944043,-7.5
-1,205200,TOMATOES,4989,6,4988,23,,,5002,6,5004,23,,,4995.5,0.0,-7.5,-0.001499100539676168,6.0
-2,205200,TOMATOES,4995,5,4993,24,,,5008,5,5009,24,,,5001.5,0.0,6.0,0.0012010809728755234,-5.5
-1,205300,TOMATOES,4989,5,4988,19,,,5003,5,5004,19,,,4996.0,0.0,-5.5,-0.0010996700989702735,4.5
-2,205300,TOMATOES,4994,8,4993,16,,,5007,8,5009,16,,,5000.5,0.0,4.5,0.0009007205764610671,-4.0
-1,205400,TOMATOES,4990,5,4989,17,,,5003,5,5005,17,,,4996.5,0.0,-4.0,-0.0007999200079992219,4.0
-2,205400,TOMATOES,4994,5,4993,18,,,5007,5,5009,18,,,5000.5,0.0,4.0,0.0008005603922744964,1.0
-2,205500,TOMATOES,4995,7,4993,16,,,5008,7,5009,16,,,5001.5,0.0,1.0,0.00019998000199983323,-8.0
-1,205500,TOMATOES,4990,6,4989,24,,,4997,3,5004,6,5005.0,24.0,4993.5,0.0,-8.0,-0.0015995201439568119,3.5
-1,205600,TOMATOES,4990,5,4989,20,,,5004,5,5005,20,,,4997.0,0.0,3.5,0.0007009111845399651,4.0
-2,205600,TOMATOES,4994,10,4993,22,,,5008,10,5009,22,,,5001.0,0.0,4.0,0.0008004802881729223,-3.5
-1,205700,TOMATOES,4991,10,4990,24,,,5004,10,5006,24,,,4997.5,0.0,-3.5,-0.0006998600279943812,4.0
-2,205700,TOMATOES,4995,6,4993,25,,,5008,6,5009,25,,,5001.5,0.0,4.0,0.0008004002001000821,-0.5
-2,205800,TOMATOES,4994,8,4993,15,,,5008,8,5009,15,,,5001.0,0.0,-0.5,-9.997000899730768e-05,-3.5
-1,205800,TOMATOES,4991,10,4989,19,,,5004,10,5005,19,,,4997.5,0.0,-3.5,-0.0006998600279943812,-1.5
-1,205900,TOMATOES,4989,9,4988,25,,,5003,9,5004,25,,,4996.0,0.0,-1.5,-0.00030015007503747526,6.0
-2,205900,TOMATOES,4995,7,4994,23,,,5009,7,5010,23,,,5002.0,0.0,6.0,0.0012009607686149781,-5.5
-1,206000,TOMATOES,4990,8,4988,17,,,5003,8,5004,17,,,4996.5,0.0,-5.5,-0.0010995601759296036,6.0
-2,206000,TOMATOES,4996,5,4994,25,,,5009,5,5010,25,,,5002.5,0.0,6.0,0.0012008405884118556,-6.5
-1,206100,TOMATOES,4989,7,4988,19,,,5003,7,5004,19,,,4996.0,0.0,-6.5,-0.0012993503248376337,6.0
-2,206100,TOMATOES,4995,5,4994,22,,,5009,5,5010,22,,,5002.0,0.0,6.0,0.0012009607686149781,-6.0
-1,206200,TOMATOES,4989,7,4988,17,,,5003,7,5004,17,,,4996.0,0.0,-6.0,-0.0011995201919232645,6.0
-2,206200,TOMATOES,4995,7,4994,24,,,5009,7,5010,24,,,5002.0,0.0,6.0,0.0012009607686149781,-6.5
-1,206300,TOMATOES,4989,8,4988,22,,,5002,8,5004,22,,,4995.5,0.0,-6.5,-0.0012994802079168144,6.0
-2,206300,TOMATOES,4995,7,4993,24,,,5008,7,5009,24,,,5001.5,0.0,6.0,0.0012010809728755234,0.0
-2,206400,TOMATOES,4995,6,4994,24,,,5008,6,5010,24,,,5001.5,0.0,0.0,0.0,-5.5
-1,206400,TOMATOES,4989,7,4988,18,,,5003,7,5004,18,,,4996.0,0.0,-5.5,-0.0010996700989702735,6.0
-2,206500,TOMATOES,4995,6,4994,21,,,5009,6,5010,21,,,5002.0,0.0,6.0,0.0012009607686149781,-6.5
-1,206500,TOMATOES,4989,7,4988,25,,,5002,7,5004,25,,,4995.5,0.0,-6.5,-0.0012994802079168144,6.5
-2,206600,TOMATOES,4995,10,4994,23,,,5009,10,5010,23,,,5002.0,0.0,6.5,0.0013011710539485577,-6.5
-1,206600,TOMATOES,4989,7,4987,21,,,5002,7,5003,21,,,4995.5,0.0,-6.5,-0.0012994802079168144,3.0
-2,206700,TOMATOES,4995,9,4994,20,,,5002,5,5009,9,5010.0,20.0,4998.5,0.0,3.0,0.0006005404864377617,-3.5
-1,206700,TOMATOES,4988,6,4987,21,,,5002,6,5003,21,,,4995.0,0.0,-3.5,-0.0007002100630189023,6.0
-2,206800,TOMATOES,4994,9,4993,22,,,5008,9,5009,22,,,5001.0,0.0,6.0,0.001201201201201263,-8.5
-1,206800,TOMATOES,4989,9,4987,20,,,4996,4,5002,9,5003.0,20.0,4992.5,0.0,-8.5,-0.001699660067986386,2.5
-1,206900,TOMATOES,4988,7,4987,22,,,5002,7,5003,22,,,4995.0,0.0,2.5,0.0005007511266901243,5.5
-2,206900,TOMATOES,4994,9,4992,16,,,5007,9,5008,16,,,5000.5,0.0,5.5,0.0011011011011010652,-0.5
-2,207000,TOMATOES,4993,6,4992,23,,,5007,6,5008,23,,,5000.0,0.0,-0.5,-9.999000099991662e-05,-5.0
-1,207000,TOMATOES,4988,5,4987,16,,,5002,5,5003,16,,,4995.0,0.0,-5.0,-0.0010000000000000009,5.0
-2,207100,TOMATOES,4993,5,4992,16,,,5007,5,5008,16,,,5000.0,0.0,5.0,0.0010010010010010895,-5.0
-1,207100,TOMATOES,4988,7,4987,16,,,5002,7,5003,16,,,4995.0,0.0,-5.0,-0.0010000000000000009,0.0
-1,207200,TOMATOES,4988,10,4987,18,,,5002,10,5003,18,,,4995.0,0.0,0.0,0.0,4.5
-2,207200,TOMATOES,4993,5,4992,23,,,5006,5,5008,23,,,4999.5,0.0,4.5,0.0009009009009008917,1.0
-2,207300,TOMATOES,4994,9,4992,22,,,5007,9,5008,22,,,5000.5,0.0,1.0,0.00020002000200025627,-4.5
-1,207300,TOMATOES,4989,10,4988,16,,,5003,10,5004,16,,,4996.0,0.0,-4.5,-0.0008999100089991385,5.0
-2,207400,TOMATOES,4994,9,4993,17,,,5008,9,5009,17,,,5001.0,0.0,5.0,0.0010008006405124448,-5.5
-1,207400,TOMATOES,4989,8,4987,15,,,5002,8,5003,15,,,4995.5,0.0,-5.5,-0.0010997800439912497,5.5
-2,207500,TOMATOES,4994,5,4993,15,,,5008,5,5009,15,,,5001.0,0.0,5.5,0.0011009908918027111,-5.5
-1,207500,TOMATOES,4989,7,4988,22,,,5002,7,5004,22,,,4995.5,0.0,-5.5,-0.0010997800439912497,1.0
-1,207600,TOMATOES,4990,8,4988,24,,,5003,8,5004,24,,,4996.5,0.0,1.0,0.00020018016214584655,5.5
-2,207600,TOMATOES,4995,5,4994,25,,,5009,5,5010,25,,,5002.0,0.0,5.5,0.0011007705393775158,-5.0
-1,207700,TOMATOES,4990,5,4989,22,,,5004,5,5005,22,,,4997.0,0.0,-5.0,-0.0009996001599360538,5.5
-2,207700,TOMATOES,4996,5,4994,24,,,5009,5,5010,24,,,5002.5,0.0,5.5,0.0011006603962377959,-5.5
-1,207800,TOMATOES,4990,9,4989,17,,,5004,9,5005,17,,,4997.0,0.0,-5.5,-0.001099450274862579,6.0
-2,207800,TOMATOES,4996,7,4995,17,,,5010,7,5011,17,,,5003.0,0.0,6.0,0.0012007204322592724,-6.0
-1,207900,TOMATOES,4990,7,4989,16,,,5004,7,5005,16,,,4997.0,0.0,-6.0,-0.001199280431741001,7.0
-2,207900,TOMATOES,4997,10,4996,22,,,5011,10,5012,22,,,5004.0,0.0,7.0,0.0014008405043026695,-7.0
-1,208000,TOMATOES,4990,10,4989,24,,,5004,10,5005,24,,,4997.0,0.0,-7.0,-0.0013988808952837273,7.5
-2,208000,TOMATOES,4998,6,4996,21,,,5011,6,5012,21,,,5004.5,0.0,7.5,0.001500900540324146,-6.5
-1,208100,TOMATOES,4991,9,4990,23,,,5005,9,5006,23,,,4998.0,0.0,-6.5,-0.0012988310520531954,6.5
-2,208100,TOMATOES,4998,5,4996,24,,,5011,5,5012,24,,,5004.5,0.0,6.5,0.0013005202080831335,0.0
-2,208200,TOMATOES,4998,8,4997,25,,,5011,8,5013,25,,,5004.5,0.0,0.0,0.0,-6.5
-1,208200,TOMATOES,4991,10,4990,18,,,5005,10,5006,18,,,4998.0,0.0,-6.5,-0.0012988310520531954,6.5
-2,208300,TOMATOES,4998,9,4997,23,,,5011,9,5013,23,,,5004.5,0.0,6.5,0.0013005202080831335,-7.0
-1,208300,TOMATOES,4991,5,4990,16,,,5004,5,5006,16,,,4997.5,0.0,-7.0,-0.00139874113298033,0.5
-1,208400,TOMATOES,4991,8,4990,25,,,5005,8,5006,25,,,4998.0,0.0,0.5,0.00010005002501256577,6.5
-2,208400,TOMATOES,4998,5,4996,23,,,5011,5,5012,23,,,5004.5,0.0,6.5,0.0013005202080831335,-7.5
-1,208500,TOMATOES,4990,5,4989,25,,,5004,5,5005,25,,,4997.0,0.0,-7.5,-0.0014986512139074648,7.0
-2,208500,TOMATOES,4997,9,4996,15,,,5011,9,5012,15,,,5004.0,0.0,7.0,0.0014008405043026695,0.0
-2,208600,TOMATOES,4997,8,4996,17,,,5011,8,5012,17,,,5004.0,0.0,0.0,0.0,-7.0
-1,208600,TOMATOES,4990,7,4989,16,,,5004,7,5005,16,,,4997.0,0.0,-7.0,-0.0013988808952837273,10.5
-2,208700,TOMATOES,5004,8,4997,5,4996.0,17.0,5011,5,5012,17,,,5007.5,0.0,10.5,0.002101260756453893,-10.5
-1,208700,TOMATOES,4990,9,4989,15,,,5004,9,5005,15,,,4997.0,0.0,-10.5,-0.002096854717923091,-0.5
-1,208800,TOMATOES,4990,9,4989,23,,,5003,9,5005,23,,,4996.5,0.0,-0.5,-0.00010006003602158753,7.5
-2,208800,TOMATOES,4997,9,4996,19,,,5011,9,5012,19,,,5004.0,0.0,7.5,0.001501050735514875,-3.5
-2,208900,TOMATOES,4997,10,4996,25,,,5004,6,5011,10,5012.0,25.0,5000.5,0.0,-3.5,-0.0006994404476419191,-4.0
-1,208900,TOMATOES,4990,5,4988,17,,,5003,5,5004,17,,,4996.5,0.0,-4.0,-0.0007999200079992219,7.5
-2,209000,TOMATOES,4997,9,4996,23,,,5011,9,5012,23,,,5004.0,0.0,7.5,0.001501050735514875,-7.5
-1,209000,TOMATOES,4990,10,4989,20,,,5003,10,5005,20,,,4996.5,0.0,-7.5,-0.0014988009592326046,7.5
-2,209100,TOMATOES,4997,10,4996,15,,,5011,10,5012,15,,,5004.0,0.0,7.5,0.001501050735514875,-7.5
-1,209100,TOMATOES,4990,9,4988,21,,,5003,9,5004,21,,,4996.5,0.0,-7.5,-0.0014988009592326046,-0.5
-1,209200,TOMATOES,4989,9,4988,19,,,5003,9,5004,19,,,4996.0,0.0,-0.5,-0.0001000700490343398,7.0
-2,209200,TOMATOES,4996,6,4995,24,,,5010,6,5011,24,,,5003.0,0.0,7.0,0.0014011208967172895,-6.5
-1,209300,TOMATOES,4990,5,4989,21,,,5003,5,5005,21,,,4996.5,0.0,-6.5,-0.001299220467719353,6.0
-2,209300,TOMATOES,4996,6,4995,24,,,5009,6,5011,24,,,5002.5,0.0,6.0,0.0012008405884118556,0.0
-2,209400,TOMATOES,4996,8,4994,21,,,5009,8,5010,21,,,5002.5,0.0,0.0,0.0,-6.0
-1,209400,TOMATOES,4990,7,4989,21,,,5003,7,5005,21,,,4996.5,0.0,-6.0,-0.0011994002998501063,0.0
-1,209500,TOMATOES,4990,5,4988,18,,,5003,5,5004,18,,,4996.5,0.0,0.0,0.0,5.5
-2,209500,TOMATOES,4995,5,4994,18,,,5009,5,5010,18,,,5002.0,0.0,5.5,0.0011007705393775158,0.0
-2,209600,TOMATOES,4995,9,4994,23,,,5009,9,5010,23,,,5002.0,0.0,0.0,0.0,-4.5
-1,209600,TOMATOES,4991,8,4989,18,,,5004,8,5005,18,,,4997.5,0.0,-4.5,-0.0008996401439423929,4.0
-2,209700,TOMATOES,4995,6,4993,20,,,5008,6,5009,20,,,5001.5,0.0,4.0,0.0008004002001000821,-3.0
-1,209700,TOMATOES,4992,6,4991,16,,,5005,6,5007,16,,,4998.5,0.0,-3.0,-0.0005998200539838461,5.5
-2,209800,TOMATOES,5000,5,4994,9,4993.0,23.0,5008,9,5009,23,,,5004.0,0.0,5.5,0.001100330099029767,-4.5
-1,209800,TOMATOES,4993,6,4992,16,,,5006,6,5008,16,,,4999.5,0.0,-4.5,-0.0008992805755395628,-1.0
-1,209900,TOMATOES,4992,6,4990,17,,,5005,6,5006,17,,,4998.5,0.0,-1.0,-0.00020002000200014525,3.0
-2,209900,TOMATOES,4995,8,4994,25,,,5008,8,5010,25,,,5001.5,0.0,3.0,0.0006001800540162971,-2.5
-1,210000,TOMATOES,4992,10,4991,20,,,5006,10,5007,20,,,4999.0,0.0,-2.5,-0.0004998500449865384,-0.5
-2,210000,TOMATOES,4995,9,4993,15,,,5002,3,5008,9,5009.0,15.0,4998.5,0.0,-0.5,-0.00010002000400077815,2.5
-2,210100,TOMATOES,4994,6,4993,16,,,5008,6,5009,16,,,5001.0,0.0,2.5,0.0005001500450134699,-2.0
-1,210100,TOMATOES,4992,6,4991,21,,,5006,6,5007,21,,,4999.0,0.0,-2.0,-0.00039992001599675753,0.0
-1,210200,TOMATOES,4992,7,4991,17,,,5006,7,5007,17,,,4999.0,0.0,0.0,0.0,2.5
-2,210200,TOMATOES,4995,6,4993,18,,,5008,6,5009,18,,,5001.5,0.0,2.5,0.0005001000200040018,-2.5
-1,210300,TOMATOES,4992,9,4991,21,,,5006,9,5007,21,,,4999.0,0.0,-2.5,-0.0004998500449865384,2.5
-2,210300,TOMATOES,4995,8,4993,19,,,5008,8,5009,19,,,5001.5,0.0,2.5,0.0005001000200040018,-2.0
-1,210400,TOMATOES,4993,5,4992,23,,,5006,5,5008,23,,,4999.5,0.0,-2.0,-0.0003998800359892307,2.0
-2,210400,TOMATOES,4995,7,4994,15,,,5008,7,5010,15,,,5001.5,0.0,2.0,0.0004000400040002905,-2.0
-1,210500,TOMATOES,4993,6,4991,15,,,5006,6,5007,15,,,4999.5,0.0,-2.0,-0.0003998800359892307,4.0
-2,210500,TOMATOES,4999,2,4994,7,4993.0,24.0,5008,7,5009,24,,,5003.5,0.0,4.0,0.000800080008000803,-3.5
-1,210600,TOMATOES,4993,5,4992,24,,,5007,5,5008,24,,,5000.0,0.0,-3.5,-0.0006995103427600569,0.5
-2,210600,TOMATOES,4994,10,4993,24,,,5007,10,5009,24,,,5000.5,0.0,0.5,9.999999999998899e-05,-1.0
-1,210700,TOMATOES,4993,9,4992,16,,,5006,9,5008,16,,,4999.5,0.0,-1.0,-0.00019998000199983323,2.0
-2,210700,TOMATOES,4995,9,4993,16,,,5008,9,5009,16,,,5001.5,0.0,2.0,0.0004000400040002905,-1.0
-1,210800,TOMATOES,4994,6,4992,21,,,5007,6,5008,21,,,5000.5,0.0,-1.0,-0.00019994001799461536,1.0
-2,210800,TOMATOES,4995,10,4994,16,,,5008,10,5010,16,,,5001.5,0.0,1.0,0.00019998000199983323,-1.0
-1,210900,TOMATOES,4994,8,4993,24,,,5007,8,5009,24,,,5000.5,0.0,-1.0,-0.00019994001799461536,1.5
-2,210900,TOMATOES,4995,7,4994,22,,,5009,7,5010,22,,,5002.0,0.0,1.5,0.00029997000299974985,0.5
-2,211000,TOMATOES,4996,9,4995,15,,,5009,9,5011,15,,,5002.5,0.0,0.5,9.996001599366089e-05,-3.0
-1,211000,TOMATOES,4993,6,4992,15,,,5006,6,5008,15,,,4999.5,0.0,-3.0,-0.0005997001499250532,-0.5
-1,211100,TOMATOES,4992,6,4991,21,,,5006,6,5007,21,,,4999.0,0.0,-0.5,-0.00010001000100012813,4.0
-2,211100,TOMATOES,4996,5,4995,24,,,5010,5,5011,24,,,5003.0,0.0,4.0,0.0008001600320064473,-4.0
-1,211200,TOMATOES,4992,6,4991,15,,,5006,6,5007,15,,,4999.0,0.0,-4.0,-0.00079952028782726,4.0
-2,211200,TOMATOES,4996,8,4995,18,,,5010,8,5011,18,,,5003.0,0.0,4.0,0.0008001600320064473,-3.5
-1,211300,TOMATOES,4993,7,4991,20,,,5006,7,5007,20,,,4999.5,0.0,-3.5,-0.000699580251848908,4.0
-2,211300,TOMATOES,4997,6,4995,17,,,5010,6,5011,17,,,5003.5,0.0,4.0,0.000800080008000803,-4.0
-1,211400,TOMATOES,4993,10,4991,20,,,5006,10,5007,20,,,4999.5,0.0,-4.0,-0.0007994403917257475,2.5
-2,211400,TOMATOES,4995,10,4994,22,,,5009,10,5010,22,,,5002.0,0.0,2.5,0.0005000500050005297,-2.5
-1,211500,TOMATOES,4993,7,4992,19,,,5006,7,5008,19,,,4999.5,0.0,-2.5,-0.0004998000799679714,3.0
-2,211500,TOMATOES,4996,10,4994,24,,,5009,10,5011,24,,,5002.5,0.0,3.0,0.0006000600060005468,0.5
-1,211600,TOMATOES,4999,4,4994,7,4993.0,20.0,5007,7,5009,20,,,5003.0,0.0,0.5,9.995002498741634e-05,-0.5
-2,211600,TOMATOES,4996,6,4995,21,,,5009,6,5011,21,,,5002.5,0.0,-0.5,-9.994003597846302e-05,-0.5
-2,211700,TOMATOES,4995,6,4994,17,,,5009,6,5010,17,,,5002.0,0.0,-0.5,-9.995002498752736e-05,-1.0
-1,211700,TOMATOES,4994,6,4993,22,,,5008,6,5009,22,,,5001.0,0.0,-1.0,-0.00019992003198721076,-0.5
-1,211800,TOMATOES,4994,5,4992,25,,,5007,5,5008,25,,,5000.5,0.0,-0.5,-9.998000399924489e-05,2.0
-2,211800,TOMATOES,4996,7,4994,20,,,5009,7,5010,20,,,5002.5,0.0,2.0,0.00039996000399966647,-1.5
-1,211900,TOMATOES,4994,7,4993,16,,,5008,7,5009,16,,,5001.0,0.0,-1.5,-0.00029985007496247107,1.5
-2,211900,TOMATOES,4996,10,4994,16,,,5009,10,5010,16,,,5002.5,0.0,1.5,0.00029994001199762366,-0.5
-2,212000,TOMATOES,4995,7,4994,21,,,5009,7,5010,21,,,5002.0,0.0,-0.5,-9.995002498752736e-05,-0.5
-1,212000,TOMATOES,4995,7,4994,21,,,5008,7,5010,21,,,5001.5,0.0,-0.5,-9.996001599354987e-05,0.0
-1,212100,TOMATOES,4995,8,4993,22,,,5008,8,5009,22,,,5001.5,0.0,0.0,0.0,3.5
-2,212100,TOMATOES,5001,2,4996,6,4994.0,21.0,5009,6,5010,21,,,5005.0,0.0,3.5,0.0006997900629810427,-3.0
-1,212200,TOMATOES,4995,10,4994,24,,,5009,10,5010,24,,,5002.0,0.0,-3.0,-0.0005994005994005569,-3.5
